"preference_model","app_rate","offer_rate","attend_rate","tot_math","amte_math","sd_Y_math","bw_gap_math","hw_gap_math","pov_gap_math","Y_black_math","Y_white_math","Y_hisp_math","Y_pov_math","Y_nonpov_math","Y_asian_math","tot_ela","amte_ela","sd_Y_ela","bw_gap_ela","hw_gap_ela","pov_gap_ela","Y_black_ela","Y_white_ela","Y_hisp_ela","Y_pov_ela","Y_nonpov_ela","Y_asian_ela","attned_rate_black","attend_rate_hisp","attend_rate_white","attend_rate_asian","n_over_sub_j","n_80_enroll_j","n_full_enroll_j","iter"
1,0.995273365890642,0.462514692098255,0.172767953657663,0.214627924982215,0.325486597141481,1.24756876819973,-0.912206930057423,-0.635299860290625,-0.237142120950313,-0.341468355413467,0.570738574643956,-0.064561285646668,-0.0565243940876597,0.180617726862653,0.958686400487362,0.177454919683281,0.283759850470924,1.27126356021645,-0.889941155028469,-0.630206781109944,-0.225793834990614,-0.331873600045085,0.558067554983384,-0.07213922612656,-0.0606273623469984,0.165166472643615,0.903428698973533,0.178832469330586,0.153710192443654,0.273611734770244,0.282828993666432,597,409,368,1
1,0.995578405560607,0.463428999785821,0.173801534675311,0.215013632496803,0.325104808375618,1.24614873305742,-0.924356899982743,-0.646385699900967,-0.240995659075125,-0.344259161570304,0.580097738412439,-0.0662879614885275,-0.0580039086567044,0.182991750418421,0.96671158611777,0.177699274512946,0.283573831350363,1.27059719544194,-0.886590518622707,-0.622460857358636,-0.220020978213307,-0.334805077701385,0.551785440921322,-0.0706754164373134,-0.0588087372356492,0.161212240977657,0.891075834017499,0.178929065911067,0.154591999254155,0.275931746744499,0.282828993666432,602,412,381,2
1,0.995208211786377,0.461545099883051,0.174438267966985,0.215069615876656,0.325987279271395,1.24523375911341,-0.926062398333567,-0.647976158296817,-0.239667786439482,-0.339806869975903,0.586255528357664,-0.0617206299391522,-0.0532222217421681,0.186445564697314,0.968720135869057,0.17760643850594,0.28382086681879,1.26987362439703,-0.894840620900712,-0.636448262285188,-0.229480186358562,-0.330278607930605,0.564562012970107,-0.0718862493150806,-0.0612430387137853,0.168237147644777,0.890637886116577,0.177737708085134,0.156328420594656,0.268597515342015,0.287121745249824,592,412,374,3
1,0.99541848185014,0.463101804744819,0.174248728754579,0.216205585510159,0.326304134194904,1.24519192355531,-0.924494728913586,-0.643461091673976,-0.241074884378085,-0.345274514049601,0.579220214863985,-0.0642408768099912,-0.0567848786133271,0.184290005764758,0.957232203374949,0.178785071935465,0.283938749464847,1.26968895957193,-0.886504712857438,-0.625242714517038,-0.226876545556149,-0.330254249400514,0.556250463456924,-0.0689922510601138,-0.0584223564719238,0.168454189084225,0.895234177834594,0.179669639694755,0.155194114036655,0.274247867085766,0.285080928923293,597,410,377,4
1,0.995246711938897,0.463895898302664,0.173706765069108,0.216148246519831,0.325491145878277,1.24364093475607,-0.91680410085819,-0.637609381859463,-0.239148482971497,-0.343689214913223,0.573114885944967,-0.064494495914496,-0.0566571657450438,0.182491317226453,0.971295264962661,0.178500212752222,0.284055582342412,1.2703749058483,-0.889039591845223,-0.630659220106683,-0.226470553728222,-0.326802815923589,0.562236775921635,-0.0684224441850483,-0.0575011873587082,0.168969366369513,0.892497185650877,0.176224361657597,0.155034844965155,0.272751085166891,0.286840253342716,596,407,376,5
1,0.99537998169762,0.464678772154799,0.174230959453416,0.215416090093319,0.32590733955578,1.24600654713534,-0.918335594001675,-0.639257601383903,-0.236465574587156,-0.341211695256231,0.577123898745443,-0.0621337026384597,-0.0539473171662643,0.182518257420892,0.952813930347019,0.178042707036292,0.284209152089679,1.2716614224383,-0.885104715269111,-0.628690737286951,-0.217563230392747,-0.328604417120272,0.556500298148839,-0.072190439138112,-0.0582906047418647,0.159272625650882,0.895119303933947,0.178607077309463,0.155050383411155,0.276268522676246,0.284658691062632,599,413,371,6
1,0.995400712548977,0.465115379580373,0.174746269187143,0.21572809821366,0.325361923747247,1.24279158587357,-0.908932795043118,-0.631952733454948,-0.238284451810519,-0.336392089088448,0.57254070595467,-0.0594120275002775,-0.0530453361496382,0.185239115660881,0.957472983609162,0.177824268050037,0.283530370908023,1.27076904047433,-0.875833776359651,-0.620254961889862,-0.225199526412142,-0.326276562235378,0.549557214124272,-0.0706977477655892,-0.0604489992673356,0.164750527144807,0.878620431770135,0.178671475029784,0.156277920645156,0.273761412962131,0.282266009852217,604,414,385,7
1,0.995371097047038,0.462484156406762,0.174201343951478,0.215226490159138,0.325005559976029,1.24638969626646,-0.919850877299679,-0.645357904429667,-0.24028185591087,-0.341733606990526,0.578117270309153,-0.0672406341205134,-0.0580762705801593,0.182205585330711,0.974440042864379,0.177373664263521,0.283182940249578,1.26968585698355,-0.898846775650582,-0.629162584047098,-0.221313379593803,-0.336534195491647,0.562312580158935,-0.0668500038881633,-0.0565909651889993,0.164722414404804,0.876893650391292,0.174356827768297,0.155139729475655,0.277802724143092,0.289584799437016,600,409,376,8
1,0.995196365585602,0.462419540589039,0.174491575870474,0.214702549294126,0.324948250994716,1.2480182111496,-0.932680452861521,-0.653538184616578,-0.244372741916331,-0.342532940167549,0.590147512693971,-0.0633906719226067,-0.0571057424715045,0.187266999444827,0.944761408127318,0.177137884020637,0.284021139558047,1.26886334650213,-0.891408791651509,-0.631685932959709,-0.225442214251509,-0.329461150852769,0.56194764079874,-0.0697382921609686,-0.0587055588900655,0.166736655361444,0.879786910439983,0.181730366745017,0.155287344712655,0.274434964825625,0.284869809992963,601,412,378,9
1,0.994891325915637,0.463555558201562,0.173493533455152,0.214843907744823,0.325224986682666,1.24695902484119,-0.927343990717771,-0.647775000460848,-0.240431624559402,-0.343822685874383,0.583521304843388,-0.0642536956174597,-0.055766998222588,0.184664626336814,0.96759108692846,0.177803653500865,0.283809759756881,1.27086175624165,-0.893835418910256,-0.63422152717096,-0.221818422985077,-0.333777982375067,0.560057436535189,-0.0741640906357707,-0.0617474418231702,0.160070981161906,0.885532777996479,0.177093730881927,0.154541499304655,0.270431073192636,0.292962702322308,602,409,370,10
