"preference_model","app_rate","offer_rate","attend_rate","tot_math","amte_math","sd_Y_math","bw_gap_math","hw_gap_math","pov_gap_math","Y_black_math","Y_white_math","Y_hisp_math","Y_pov_math","Y_nonpov_math","Y_asian_math","tot_ela","amte_ela","sd_Y_ela","bw_gap_ela","hw_gap_ela","pov_gap_ela","Y_black_ela","Y_white_ela","Y_hisp_ela","Y_pov_ela","Y_nonpov_ela","Y_asian_ela","iter"
3,0.233460696346542,0.309693106125618,0.0715236337096982,0.182531007292766,0.383184922218204,1.25264527488046,-0.928001842626813,-0.672701790428627,-0.167236169037335,-0.326746014624586,0.601255828002227,-0.0714459624264002,-0.0511107728474718,0.116125396189863,1.05697791352752,0.165730580493934,0.339266436376332,1.27069078674352,-0.921769234937445,-0.694766391146359,-0.153130411514788,-0.320706507402175,0.601062727535271,-0.0937036636110888,-0.0666319115463904,0.0864984999683974,0.917507826894656,1
3,0.234066505435586,0.307057408954737,0.0712040336391,0.181999108000524,0.387128327390777,1.24816843624616,-0.964864545041481,-0.68637341070563,-0.162864983843489,-0.352441665399267,0.612422879642214,-0.0739505310634156,-0.0548074325474282,0.108057551296061,1.02697856851306,0.164677137067552,0.342881568321645,1.2697863250092,-0.94010929303992,-0.711459771483434,-0.160111078205581,-0.324298774404809,0.615810518635111,-0.0956492528483229,-0.0697752084053661,0.0903358698002145,0.946795705484943,2
3,0.234014033782204,0.307962004158343,0.0713423679980156,0.184700955239901,0.397426972866142,1.25292801551133,-0.941151803016528,-0.676896161000967,-0.164831094717598,-0.342604060958252,0.598547742058276,-0.0783484189426908,-0.0582730587231864,0.106558035994411,1.028616331963,0.165924982796948,0.346365107241317,1.27041080748863,-0.9153741421685,-0.67953791265505,-0.160102070780385,-0.32987034773882,0.58550379442968,-0.0940341182253702,-0.0701734544967832,0.0899286162836018,0.928846770727366,3
3,0.234882201138158,0.309179528838343,0.0719338666361377,0.183409081275202,0.383568239030205,1.25172830924348,-0.943979311580259,-0.658205534272032,-0.162087757573892,-0.356142011570329,0.58783730000993,-0.0703682342621025,-0.0536187435740338,0.108469013999858,1.01686489311165,0.165435002162684,0.338864694399044,1.27513477783566,-0.907712540583482,-0.688216004686672,-0.153223898765878,-0.313291819882321,0.594420720701161,-0.0937952839855109,-0.0666733456144208,0.0865505531514571,0.919806173371305,4
3,0.233909090475441,0.307243657720858,0.071051388829262,0.182874083162819,0.392094889170233,1.25137767963169,-0.957996136103094,-0.685676270673358,-0.160843667521695,-0.34947596662158,0.608520169481515,-0.0771561011918432,-0.0555913319321754,0.105252335589519,1.02396757489997,0.165038535923151,0.348364677724198,1.27342461860116,-0.923108237674287,-0.695234376834919,-0.173619899075168,-0.320411776318946,0.602696461355341,-0.0925379154795778,-0.0711522495811024,0.102467649494066,0.939734378567721,5
3,0.234138057690198,0.306311629044088,0.0710132276268025,0.182851731659365,0.389512189210174,1.25233484713639,-0.93729333271895,-0.664383560377284,-0.164685537336912,-0.348429346255879,0.588863986463071,-0.0755195739142135,-0.0580664942791844,0.106619043057727,1.02419396781719,0.164274102118112,0.342749432208315,1.27183596852591,-0.906317504409911,-0.683587913231418,-0.156950536665586,-0.317874393041319,0.588443111368592,-0.095144801862826,-0.0691747833450696,0.0877757533205164,0.950973580605838,6
3,0.235278123613675,0.307199480972366,0.0715188635593908,0.181754304064568,0.393902120677807,1.25080393841148,-0.936617746480694,-0.678551254230936,-0.162056160421378,-0.335010324193603,0.601607422287091,-0.0769438319438451,-0.0553261934087659,0.106729967012612,1.03169416793538,0.164111486462694,0.3456075011404,1.27596581818629,-0.909852243637717,-0.670210981267192,-0.150726034844946,-0.327634872581202,0.582217371056515,-0.0879936102106773,-0.0627553545899322,0.0879706802550138,0.942687224354317,7
3,0.23508254745107,0.303457651881011,0.0706602365040522,0.182610675174249,0.386361264443026,1.2463257734426,-0.928463823161321,-0.655816989927016,-0.158783749056456,-0.347240528154076,0.581223295007245,-0.0745936949197705,-0.0552520386050903,0.103531710451366,1.02887425632163,0.16462923939249,0.341777918657778,1.26815226514586,-0.907359145108534,-0.683990695001632,-0.157381008403974,-0.318481893597887,0.588877251510647,-0.0951134434909855,-0.0699213299500602,0.0874596784539136,0.91667208407767,8
3,0.235187490757834,0.309569203310076,0.0721103621975128,0.181967927190291,0.388842536334392,1.25331894103337,-0.950736794647813,-0.686891219088975,-0.159706690735828,-0.343611755592758,0.607125039055055,-0.0797661800339207,-0.0575950167761124,0.102111673959715,1.0183906249222,0.16448827856554,0.347521516962353,1.27026016277921,-0.942550567162839,-0.698041729335089,-0.160818563781195,-0.336467572987421,0.606082994175418,-0.0919587351596711,-0.0683372309359908,0.092481332845204,0.948444567849266,9
3,0.233432075444697,0.307544547981036,0.0710418485286471,0.183740124128467,0.386356632189039,1.25253028510982,-0.939089399665446,-0.679251739237529,-0.163908805624956,-0.337350167023489,0.601739232641957,-0.0775125065955723,-0.0563228007237403,0.107586004901216,1.0359038656605,0.165129265178243,0.340627782126148,1.26990180575526,-0.921893777324212,-0.690144233300853,-0.164492236902959,-0.323631776345783,0.598262000978429,-0.091882232322424,-0.0687502215097506,0.0957420153932089,0.940181501207287,10
