estimate,stderr,D
.1679464707415421,.0308168695092866,1331101
.1957491782433479,.0503283984634969,1350001
.592286486792539,.028642743067736,1521901
.6660091958196225,.0658606942290941,1643802
.1342329011657384,.0258930988249969,1713701
.0864838376443571,.0471209953906797,1739001
.3915658213859247,.0341901579860704,1802802
.1374882050868084,.0265395442913788,1803802
.2856287858767443,.039980025055324,1804702
.2752121789725844,.0331634337576884,1804703
.3829966852156497,.0365202652902929,1806002
.316399736917806,.0485294977530194,1806602
.2256547282198977,.0270399727618898,1807502
.3242630251018074,.026751249963634,1808002
.178743936816742,.027267396577845,1810302
.4618737564879172,.0291256809621422,1810702
.414204589062151,.0246570986983184,1811002
.281382228151989,.0568816154119763,1811202
.2244040031774786,.0269991585517702,1811802
.4274606519750421,.05067153715688,1811803
.30530447891976,.0155588925305742,1812702
.1837193859101438,.0201074463370143,1813702
.3712792106963526,.0363801067215329,1815102
.2591629099293948,.0358523868600131,1816802
.2921307657120229,.0512855388687669,1817902
.3171480996949774,.0273060958792416,1818202
-.2154442453779664,.0401180569905478,1820801
.3016366638176116,.0273724953420981,1820802
.3823871070576195,.0602710869788367,1820803
.4112792520660603,.0237153277866102,1821702
.3204259942689828,.0320541391944828,1822602
.1151528272916646,.02410469807319,1823502
.2258630276759986,.0327855075078323,1823702
.4986912367905052,.0397646323478789,1824002
.1703568575173135,.0457974577486445,1825502
.1651155195159443,.0353282031111674,1825902
.2772138569248854,.0312837843551749,1826802
.1531781319108716,.024822327248763,1827202
.2061696528967664,.0352905519130949,1832102
.2304517646504365,.0379869853148619,1832103
.251166224346605,.0325304667049723,1835202
.4432635607783314,.0201440282444231,1835402
.1310707726725325,.0134338700753787,1835602
.2974467903073339,.0254751377338771,1836302
.1819307614648988,.0330741040214906,1838702
-.0020786432188099,.1044600429420663,1839601
-.0914119262483608,.0330461597524249,1839602
.1096042126681912,.0852442753914181,1839603
-.0535678518619793,.05548273087224,1842502
-.1148105148657608,.0667738693531723,1849301
.1643695424131419,.0214748606908636,1849302
.0548067377066768,.021369311475303,1874101
.1061362248178716,.0405516831489926,1884201
