estimate,stderr,D
.1620410949130356,.0436965397543456,1331101
.2177506759855788,.0529415641280337,1350001
.1087792297940069,.0336644763647548,1713701
.1953954162265918,.0714277558639977,1739001
.3098907784933308,.0437307305253077,1802802
.2373161739366227,.0318173084458225,1803802
.2834864431466306,.0442710611812011,1804702
.333353666380615,.0444873656943681,1804703
.379132653346439,.0360571917819453,1806002
.2306719255276836,.0324700325297117,1807502
.373041599149027,.0410237015085709,1808002
.1984469719917307,.0335343944126313,1810302
.5074055795954309,.0513335369400313,1810702
.374015244645662,.0426695005882717,1811002
.361007216698423,.0453893856706054,1811202
.2065701920878666,.0428672578462736,1811802
.4024208700514231,.0822025515905686,1811803
.2818180994411941,.0286970306203234,1812702
.096726783696331,.0272063833092643,1813702
.3366659382444102,.0452742693855936,1815102
.2170428563090416,.0466707175698604,1816802
.2719522515265069,.0442455301876259,1817902
.3573675841362629,.0363483831051738,1818202
.3240818873550395,.0350322698630867,1820802
.3455550577114654,.0337870049439793,1821702
.323010021662898,.0369682720803387,1822602
.1373520985165745,.0412945864265875,1823502
.1637101375707659,.0481013155769267,1823702
.1582168444912109,.0497807731955594,1825502
.084004986981571,.0303742062996,1827202
.179639644372782,.038955674652275,1832102
.2375676341134487,.0495649212748889,1832103
.1624440290769483,.0466534363349448,1835202
.3845737858107863,.0309356302338874,1835402
.1112592801965917,.0255721394100981,1835602
.250285436249862,.0329308949953411,1836302
.1752801568555535,.0369264251311662,1838702
.1999843579954502,.0333324160051624,1849302
.1435967659743376,.0251770491500915,1874101
.001703802374384,.0619365677963528,1884201
