estimate,stderr,D
.0799745282210091,.0353056544077811,1331101
.1873092697068521,.0416233900498424,1350001
.1105585649557675,.0345655470073192,1521901
.9787744909750588,.0545088149846518,1643802
.1909221343005718,.0330196473370044,1713701
.0739680979085943,.0552504465892945,1739001
.1414878582388014,.0414944488281457,1802802
.1312502642627537,.0277156209397094,1803802
.2556656080745188,.0377781045325133,1804702
.1935932897386919,.0336405434289133,1804703
.3691971231915935,.0402148151858454,1806002
.1122536474366493,.0638135991748681,1806602
.1001906441966866,.0182507747630774,1807502
.2417936146278878,.0257415231475408,1808002
.1194748471593691,.0332794969048821,1810302
.0471677500131865,.0262665213903512,1810702
.1538564068476897,.0182668233187946,1811002
.2126084692385639,.0386354930326012,1811202
.2584804109571399,.0408190764038557,1811802
.2662179358842686,.0463262794027521,1811803
.198299915190659,.0231427548215607,1812702
.0657031863388582,.0232351192748926,1813702
.2342461430985494,.0302208538846194,1815102
.1963282399628284,.0293354230848294,1816802
.1492409087631215,.039641503157027,1817902
.0928249056410012,.0222606391628042,1818202
.1569451974865304,.1804150864068843,1820801
.2313846326350093,.0385495419887032,1820802
.2765410497676548,.058903054033114,1820803
.0193630780407398,.0234954769406598,1821702
.2731825962816279,.0353491568447321,1822602
-.0243204643454398,.0304257835649497,1823502
.3082875657722358,.0676739103028753,1823702
.2393770474134835,.026795970910153,1824002
.1917104947770842,.0441268796930298,1825502
-.1016188131985003,.0768547257778653,1825902
.35497138034278,.0366849797966868,1826802
.0941152040369881,.0193563000272624,1827202
.0268125475869519,.0379276991438404,1832102
.1201707013040806,.033466689380916,1832103
.2016337747830619,.0284242072840157,1835202
.0889932485849261,.0192045946372669,1835402
.1228252165695226,.015283033404614,1835602
.0436185279382336,.0285513913865389,1836302
.1300316671946501,.0254276178514877,1838702
.184115761458035,.1167915550883755,1839601
.1687313868674202,.050468053762875,1839602
.2125555944767145,.0504992599109223,1839603
.2029113650450076,.0390261867331676,1842502
.4065567497214291,.0797920714546144,1849301
.0588752858567314,.0450463992746782,1849302
.0207940441501678,.0207742396450976,1874101
.064898807097167,.0480008770631363,1884201
