estimate,stderr,D
.0748343815107518,.0344930113871509,1331101
.3822963738010342,.0655752477662311,1350001
.6343631872769625,.058716158074032,1521901
.3643507593779556,.0477647125558262,1643802
-.0547471156704393,.0324751310918525,1713701
.1216451852041626,.0529570090734272,1739001
.0597672304877902,.0461034637940326,1802802
-.0800816724810042,.0245043654457138,1803802
.2356882661453736,.0311161038721919,1804702
.2021059339979921,.0320728680344487,1804703
.4074323005102932,.0505948234680364,1806002
.4468546490388796,.0695594518336241,1806602
.1030453970624212,.0269874618845306,1807502
.4754740359615548,.0288951512137589,1808002
-.0652806919399063,.0284150885606843,1810302
.5645116527377361,.043400059189835,1810702
.428183585606688,.0282207491861084,1811002
-.0734237164144367,.0501277681496109,1811202
.1786276399643117,.0278040091484945,1811802
.3755526530114138,.090254067406318,1811803
.1591237881188136,.0244717380937493,1812702
.1936126361626381,.0257953080400853,1813702
.1583248378015058,.0327850468830656,1815102
.2306139608238661,.0310866692815224,1816802
.1032886475808189,.0645763949616237,1817902
.3958412303811818,.0398507639919327,1818202
-.0812790798540197,.0563608041723329,1820801
.1655598029614149,.0294022882256297,1820802
.2042050038739028,.0737747413244863,1820803
.3126914058578657,.0259030286051894,1821702
.1304634239872501,.0302121859139438,1822602
-.0979499395950675,.0236276756556253,1823502
.1490333291083143,.0467901609473182,1823702
.3526735658939354,.0417405039806953,1824002
.2540979251582521,.057056743588338,1825502
-.1466273713536751,.0371028717574367,1825902
.2050289744278201,.0482091399987849,1826802
.1538030711777856,.0297924546345367,1827202
-.019728274447592,.0346374122472158,1832102
.1418153485663112,.0422311896471545,1832103
.1474215690970694,.0370656050900898,1835202
.5022026051658331,.0270115141205454,1835402
.1797889558902201,.0191904541914201,1835602
.2677410088103535,.0401793813259723,1836302
.1918262939749438,.0248353602062042,1838702
.0838935837690247,.1243995867178417,1839601
-.2132983223257221,.030918646747287,1839602
.0295747432349599,.1309861819573972,1839603
.0594186922132769,.0823720369717578,1842502
-.0179015103082839,.0776052628970558,1849301
.0245430713965138,.023355301542473,1849302
.0681018761304896,.0261697535262871,1874101
.113768271445235,.051839861397168,1884201
