estimate,stderr,D
.0901685542949816,.0391368484949887,1331101
.1365165563534293,.0476188574224448,1350001
.0923097832810997,.033727555138314,1713701
.1506545238934815,.0668751073652545,1739001
.207956449601277,.0373023098611757,1802802
.1568097624320779,.0251494005910747,1803802
.1919412486711741,.0377837872375533,1804702
.2373821039436372,.0382303830169351,1804703
.2839210127439493,.026319991910444,1806002
.179931697242186,.0299533487118161,1807502
.2976619644456529,.0366956369812872,1808002
.1147381977868128,.0287679639927193,1810302
.4094992680133601,.0449224657357821,1810702
.345433318912898,.0436410630314574,1811002
.2601438239158433,.0400308382926927,1811202
.1459052186420465,.0470184991095178,1811802
.324083757245658,.0831008836951452,1811803
.2516685382723665,.0308954108217698,1812702
.0380104466122467,.0214374248129683,1813702
.2519666176034883,.039633601749679,1815102
.1588273316711137,.0422287309467778,1816802
.1965381941425569,.0491630052793564,1817902
.322278775514951,.0359986082592218,1818202
.2400269110324015,.0267190163923416,1820802
.2857370733959209,.0280839100476237,1821702
.2282770836015012,.0280763757170949,1822602
.0953268753617529,.0415604472409175,1823502
.0687895318061705,.0430872611538202,1823702
.0647821064002966,.0458530488684238,1825502
.063172076057803,.0275241895328567,1827202
.1026430673395187,.0344647962130307,1832102
.1558781092522902,.0426043635039227,1832103
.1193965721238866,.0496977637343024,1835202
.3395727233526878,.0294815532900123,1835402
.0934965840383932,.0267436877031922,1835602
.1733454955290371,.027067743461791,1836302
.1070518643364165,.0312575138778585,1838702
.1452188384177037,.0320470876388187,1849302
.1226143118178034,.0251074812641203,1874101
-.0101771475655986,.0619909016045976,1884201
