estimate,stderr,D
.1685855217361721,.0420160358126992,1331101
.2282663441571406,.0533422808328961,1350001
.1376105998313732,.0355916697204079,1713701
.2032296360368638,.0708315221142896,1739001
.3231470364694091,.0448603489987925,1802802
.25536707003277,.0341011585949738,1803802
.2964435940689329,.0447854078680192,1804702
.3459625205226237,.0438698382765913,1804703
.40005953424487,.0390111654717372,1806002
.2602685434346235,.0363355663525997,1807502
.3911466977110674,.0435596104432792,1808002
.2225729263106594,.036216214603902,1810302
.518521209570151,.0544539584691499,1810702
.3879738148615319,.043395510452018,1811002
.3787602800269004,.0472906836239973,1811202
.2224444958376407,.0439130324725631,1811802
.4140121689637942,.0815149954340218,1811803
.2975629391817977,.0311529910883388,1812702
.1069891492705916,.0274231030936646,1813702
.3627092998210372,.0468654767239007,1815102
.2354244979662262,.0475095961966295,1816802
.293475555463213,.0452526111118786,1817902
.3769680823968394,.0369705191291366,1818202
.3401357725535757,.0379315350146121,1820802
.3646432725384608,.0365326435985254,1821702
.3306420242759926,.0374641717760941,1822602
.1497669716424022,.0423296624893558,1823502
.1864590743964551,.0497940827044924,1823702
.1708584481105183,.0516866453660365,1825502
.1025708563564621,.0329364124646147,1827202
.1877425869528191,.0397267566947822,1832102
.2435887712788695,.0493176054936948,1832103
.1864023822503443,.048225401489804,1835202
.4053356043168468,.0331736417773263,1835402
.1314815790939621,.0279848431303353,1835602
.270682581928045,.0352339831485779,1836302
.1888802464440475,.0384265030213163,1838702
.2245167472849001,.036765397562487,1849302
.165329533187472,.0267411467275203,1874101
.0142519184850161,.0621350607482756,1884201
