estimate,stderr,D
.2423037857515898,.0457922440576774,1331101
.5065159800110119,.0719941607722965,1350001
.0375006418884937,.043753830436334,1713701
.2061205803635872,.0697814987347077,1739001
.118830341439682,.0562618240478195,1802802
.0644536445635068,.0398912719360912,1803802
.4721076768251878,.0516736736223572,1804702
.4657088484327491,.0501596277559407,1804703
.3611378149883039,.0602835269232929,1806002
.2189945229888435,.0488855961379289,1807502
.6407136419160036,.0515205974618524,1808002
.1227775156123638,.0455406190183833,1810302
.8318778138079853,.0675748194252311,1810702
.4561593042351478,.0397537372034114,1811002
.1475867116720186,.0680806581356151,1811202
.2447333040680878,.0488096426395372,1811802
.341427742596757,.0853807115565056,1811803
.2242550367099253,.0390698506672613,1812702
.2420634036208931,.0365377853917431,1813702
.1725262721900285,.050767080926454,1815102
.3938332040195602,.0450183813970041,1816802
.303200560598491,.0634616197333982,1817902
.5701936782850124,.0443232521456968,1818202
.3026556148284316,.0510241548520935,1820802
.3070275437763901,.0494321610227008,1821702
.3796748779516106,.040225501467712,1822602
.0104379359287469,.0369488705516287,1823502
.170986448482336,.0513068019033671,1823702
.277103209018974,.0662980154780966,1825502
.1043882792911357,.0498359850633689,1827202
.109457355746819,.0460882734893278,1832102
.3075423810006605,.0581616326228139,1832103
.1779331226930946,.0516849758517218,1835202
.6607977863249052,.0458120293218902,1835402
.1010262425587355,.0263870895492898,1835602
.4075387068201796,.0620484333345166,1836302
.2766979705101816,.0379977231419271,1838702
.1651516298480982,.0399716542472662,1849302
.0673668643216618,.0377055158293973,1874101
.1953090242187315,.1564066768268886,1884201
