estimate,stderr,D
.2308070655449865,.0448867046780326,1331101
.4986402707369481,.0716274149627914,1350001
.0245213789547065,.0424265431297354,1713701
.1985683006605815,.0688182034742716,1739001
.1017789473414497,.0539629107107406,1802802
.0566801201345473,.0384902848199197,1803802
.4615695222062187,.0503366103186148,1804702
.4504470977611781,.0485252937610535,1804703
.3414481361135093,.0576680479461542,1806002
.2060357870513654,.0475548890403341,1807502
.6300784690426739,.0490546259368877,1808002
.109631687008329,.0439421458516544,1810302
.8122117841649171,.0649670213701206,1810702
.443925176118982,.0392659401825499,1811002
.1315354133650189,.0652532178540848,1811202
.236470274972903,.047640613755952,1811802
.3302217475081267,.0836741103112167,1811803
.2103121847507582,.0378317691041524,1812702
.2311804766875443,.0352841282741507,1813702
.1581330153883383,.0487839705461148,1815102
.3826496260378557,.0436694902269486,1816802
.2902267415393387,.0616607665089823,1817902
.5586445878912456,.042896362543425,1818202
.2907343478110433,.0492540048955069,1820802
.2935256155779222,.0470832109490696,1821702
.3689887588793136,.0377324025621701,1822602
-.0014682157490676,.0358901224277099,1823502
.1532760132861604,.0487878027704724,1823702
.2616177551995159,.0644966051739548,1825502
.0939467375190718,.0478334400990944,1827202
.0970714292771757,.0436076327914471,1832102
.2969945931292247,.0571208365149481,1832103
.1631832273588541,.0504433625043813,1835202
.64905871842615,.0443736463318882,1835402
.086796415350899,.0248151726574811,1835602
.3919446295754253,.0595600983504609,1836302
.2672121260386989,.036683850670447,1838702
.152303305544058,.0375999614455353,1849302
.0554804141936009,.0368293604705557,1874101
.1909850655228025,.1552377825427557,1884201
