estimate,stderr,D
.1715446883313329,.0411471992568996,1331101
.244269533948705,.0517183046222192,1350001
.1507708662109673,.0351015944105097,1713701
.2247397687941662,.0712671720089872,1739001
.3327225032261211,.0428404031681682,1802802
.2799936531114944,.0334658415649227,1803802
.3112082081528934,.0438340657654894,1804702
.3526520643446702,.0435234278878814,1804703
.4310369634017197,.0396113134544864,1806002
.2901596066172651,.0370373217247565,1807502
.4188768876742845,.0432054667323181,1808002
.2441230124148437,.0358209419592546,1810302
.5204400093798506,.0505168026375734,1810702
.417583567897131,.0438646698563122,1811002
.4008328733196007,.0460792864803899,1811202
.2408555599412999,.0440283195665031,1811802
.4311565213486512,.0806041513248333,1811803
.3190374659373857,.0314943158190908,1812702
.1284952625090169,.0271281273862744,1813702
.3885429402416823,.0464532987762856,1815102
.2547703531557342,.0478082868142921,1816802
.3220907116544006,.0457066224726768,1817902
.4058306767944218,.0358156044389365,1818202
.357858946908078,.0377981171632068,1820802
.3860127586145777,.0352489355577015,1821702
.3459981944896947,.0347581844203779,1822602
.1604543053033943,.0423677271875059,1823502
.2123612972780414,.0484724850946006,1823702
.1863494636163681,.0517445235785304,1825502
.1337766468018317,.032981908128142,1827202
.2068164145564252,.03835455082727,1832102
.2622921032381862,.0469333954314112,1832103
.2109128758637778,.0483566222039898,1835202
.4304287313149939,.0343387089776158,1835402
.1587870074060816,.0299537529180489,1835602
.2869761718880262,.033529585292246,1836302
.2000639692854405,.0386097478362164,1838702
.2425407927720964,.035204990783708,1849302
.190365105751005,.0278956391055169,1874101
.0178438385362018,.0619479576138451,1884201
