estimate,stderr,D
.2365732914647615,.0484320883653496,1331101
.4906504104402448,.071094449571187,1350001
.0042991855705143,.0416848118656749,1713701
.196805882232155,.0705016413138808,1739001
.1093469547526025,.0562816118879594,1802802
.03274802025774,.036144053563564,1803802
.4592131912031664,.0512440750824875,1804702
.4613156529104399,.0511938471145325,1804703
.3462077022241575,.0606716820254568,1806002
.184300042009537,.0445462431875651,1807502
.617933026167178,.0505886919876473,1808002
.0923205076912844,.0429368707831234,1810302
.8249451651877047,.0684779768404618,1810702
.4401850324856858,.0383677765923137,1811002
.1244795126134529,.0670777995462407,1811202
.2222167955462304,.0490726825932941,1811802
.3246797192380501,.0860342492400713,1811803
.2083278037504018,.0360043332634702,1812702
.2334603736442003,.0356458090701041,1813702
.1368087343252811,.047559300779906,1815102
.3722252187997547,.042718249927895,1816802
.2778939946986961,.0638512216680397,1817902
.5498993350526239,.0439089991774878,1818202
.2752560947662177,.0464072835038277,1820802
.2871553420762035,.0454141191449547,1821702
.3686513709896208,.0399593083647249,1822602
.0026463081111141,.0376311987256699,1823502
.1487551044626099,.0486315580578695,1823702
.2707856384231284,.065596832645302,1825502
.0827158264175034,.0469050717873943,1827202
.1027326375627357,.0461434938013181,1832102
.2997874614886211,.0586590589231348,1832103
.1508970783524969,.0509951710751929,1835202
.638327988570512,.0423573719955872,1835402
.0778664310899659,.024682432993474,1835602
.3847829512828012,.0623047176052437,1836302
.2596327325085149,.0374213567292943,1838702
.1374422556294788,.0365254451944174,1849302
.0405056783831668,.0352815718531663,1874101
.1787086651109202,.1553113357376997,1884201
