estimate,stderr,D
.1010843300428211,.0340205754298774,1331101
.1045941747660791,.0468797601055353,1350001
.5216303012114942,.0259723260805949,1521901
.5682593860652261,.0652123427825866,1643802
.111918536343738,.0262411044278382,1713701
.0520332660130025,.0445757699236437,1739001
.2812452674476084,.0303630935481976,1802802
.0362587891266612,.0235382162626316,1803802
.1778196899920633,.0367962849491645,1804702
.1676683752473298,.0274855159304126,1804703
.2573695354833825,.0318743124127032,1806002
.2464783875664097,.0456462625658162,1806602
.1551640078926604,.0255142305854164,1807502
.2356974336572739,.0252468806825013,1808002
.0614062766599747,.0234775484688013,1810302
.3852836625380809,.0267791003653638,1810702
.3751680985350214,.0268138421305331,1811002
.1575121490078772,.0511132877633946,1811202
.1458635955907957,.0230432583658804,1811802
.3387513418563385,.0498549313781623,1811803
.260737702835793,.0172910887215069,1812702
.1215943897069095,.0180174446419013,1813702
.2557217391643186,.0279416564004834,1815102
.1812585426857393,.0291136480597861,1816802
.1925368000296159,.0550210169215187,1817902
.2710409094161872,.0269618522035942,1818202
-.3167353570004035,.0506076221148642,1820801
.2007694098546177,.0215856180048073,1820802
.2765390682170141,.0603385358861766,1820803
.3427608923465683,.0205044919747144,1821702
.2172212688078883,.0271090133043357,1822602
.0570941552508682,.0223721998286156,1823502
.1037900526181559,.0264059310385721,1823702
.4161188369224555,.0429652267436061,1824002
.065297552008735,.0419821992306829,1825502
.073516194183442,.0302300706011326,1825902
.1617490107102078,.0276251215234023,1826802
.1236649507416693,.0216911044386824,1827202
.1201291286955516,.0327845606284778,1832102
.1392459536631178,.0346723246898692,1832103
.1769608529360772,.0348127600124664,1835202
.3813187372494814,.0170549653040575,1835402
.1042629455737737,.0133153516499031,1835602
.2051859426838425,.0236319677123764,1836302
.1077691740591979,.0273220199790763,1838702
-.1039621180395105,.1075498205003323,1839601
-.1942133145599362,.0292566848011977,1839602
.0238766601438873,.0831467926651469,1839603
-.1495134215230661,.0549473188948185,1842502
-.1734300721504134,.0668827905000681,1849301
.0793180073223452,.0187748834066541,1849302
.0291570404404462,.020902282688483,1874101
.0941970770335368,.0396341092046866,1884201
